timestamp,device,packet_rate,byte_rate,conn_count,tcp_syn,udp_ratio,label
2024-01-01 09:06:50,doorbell,10.131,4596.0,1,0,0.515,benign
2024-01-01 09:06:55,doorbell,12.353,3805.5,2,1,0.493,benign
2024-01-01 09:07:00,doorbell,14.996,5251.7,2,1,0.234,benign
2024-01-01 09:07:05,doorbell,12.551,7372.2,2,0,0.118,benign
2024-01-01 09:07:10,thermostat,20.183,4535.5,4,1,0.434,benign
2024-01-01 09:07:15,webcam,14.98,4959.9,5,0,0.265,benign
2024-01-01 09:07:20,baby_monitor,8.823,7184.5,0,1,0.295,benign
2024-01-01 09:07:25,webcam,7.206,4549.5,0,1,0.147,benign
2024-01-01 09:07:30,doorbell,8.948,5765.4,2,0,0.16,benign
2024-01-01 09:07:35,thermostat,12.746,6316.0,3,0,0.286,benign
2024-01-01 09:07:40,thermostat,29.676,13132.8,6,0,0.733,attack
2024-01-01 09:07:45,webcam,12.903,5464.8,2,1,0.179,benign
2024-01-01 09:07:50,thermostat,12.252,5991.7,1,0,0.509,benign
2024-01-01 09:07:55,webcam,5.847,4398.6,2,1,0.401,benign
2024-01-01 09:08:00,webcam,14.855,6223.6,1,1,0.413,benign
2024-01-01 09:08:05,webcam,11.012,4179.5,3,1,0.675,benign
2024-01-01 09:08:10,doorbell,19.741,3987.4,6,1,0.138,benign
2024-01-01 09:08:15,doorbell,9.25,2709.4,4,0,0.415,benign
2024-01-01 09:08:20,doorbell,8.084,4244.8,2,0,0.582,benign
2024-01-01 09:08:25,webcam,5.481,3776.7,2,0,0.197,benign
2024-01-01 09:08:30,doorbell,5.438,4398.7,0,0,0.23,benign
2024-01-01 09:08:35,webcam,14.071,5918.0,2,0,0.439,benign
2024-01-01 09:08:40,baby_monitor,18.846,2411.5,2,0,0.393,benign
2024-01-01 09:08:45,doorbell,8.889,2038.0,0,0,0.099,benign
2024-01-01 09:08:50,webcam,8.623,3876.4,3,1,0.324,benign
2024-01-01 09:08:55,thermostat,9.639,5691.8,2,0,0.045,benign
2024-01-01 09:09:00,doorbell,15.307,5433.3,2,0,0.457,benign
2024-01-01 09:09:05,doorbell,25.594,11355.3,7,0,0.925,attack
2024-01-01 09:09:10,doorbell,10.402,6754.1,1,0,0.424,benign
2024-01-01 09:09:15,doorbell,14.212,4012.4,7,2,0.13,benign
2024-01-01 09:09:20,baby_monitor,11.67,5693.7,3,0,0.267,benign
2024-01-01 09:09:25,thermostat,1.848,4455.8,5,3,0.105,benign
2024-01-01 09:09:30,webcam,62.322,12981.6,7,0,0.9,attack
2024-01-01 09:09:35,baby_monitor,11.721,4092.4,4,1,0.121,benign
2024-01-01 09:09:40,thermostat,16.615,6101.0,1,0,0.148,benign
2024-01-01 09:09:45,doorbell,18.176,5541.5,2,1,0.455,benign
2024-01-01 09:09:50,baby_monitor,16.245,6452.2,1,1,0.233,benign
2024-01-01 09:09:55,webcam,27.319,18492.1,7,2,0.804,attack
2024-01-01 09:10:00,thermostat,3.982,2583.2,3,3,0.228,benign
2024-01-01 09:10:05,baby_monitor,22.206,8171.6,4,0,0.055,benign
2024-01-01 09:10:10,doorbell,35.733,13981.1,6,0,0.77,attack
2024-01-01 09:10:15,doorbell,9.523,5772.0,2,0,0.531,benign
2024-01-01 09:10:20,doorbell,18.739,4434.7,3,1,0.178,benign
2024-01-01 09:10:25,webcam,6.479,6669.8,3,0,0.06,benign
2024-01-01 09:10:30,thermostat,4.713,3360.3,3,1,0.165,benign
2024-01-01 09:10:35,baby_monitor,7.599,5914.7,2,1,0.304,benign
2024-01-01 09:10:40,doorbell,6.65,1880.6,2,0,0.085,benign
2024-01-01 09:10:45,webcam,4.48,6015.8,4,0,0.468,benign
2024-01-01 09:10:50,webcam,8.979,3380.7,2,0,0.159,benign
2024-01-01 09:10:55,doorbell,9.694,5415.5,2,1,0.065,benign
2024-01-01 09:11:00,doorbell,4.346,7036.0,2,0,0.073,benign
2024-01-01 09:11:05,doorbell,8.06,6234.1,1,1,0.303,benign
2024-01-01 09:11:10,baby_monitor,6.446,6836.6,0,0,0.226,benign
2024-01-01 09:11:15,doorbell,3.35,6681.3,2,1,0.197,benign
2024-01-01 09:11:20,webcam,9.839,4213.6,5,1,0.397,benign
2024-01-01 09:11:25,thermostat,10.285,5897.5,4,0,0.345,benign
2024-01-01 09:11:30,webcam,6.447,2412.6,3,2,0.325,benign
2024-01-01 09:11:35,baby_monitor,14.797,3969.6,5,1,0.246,benign
2024-01-01 09:11:40,baby_monitor,9.426,7089.0,0,1,0.447,benign
2024-01-01 09:11:45,doorbell,6.595,4422.4,0,0,0.14,benign
2024-01-01 09:11:50,webcam,4.202,2198.0,3,1,0.182,benign
2024-01-01 09:11:55,doorbell,10.536,8020.5,0,0,0.607,benign
2024-01-01 09:12:00,doorbell,11.708,5843.4,1,0,0.176,benign
2024-01-01 09:12:05,doorbell,7.398,6146.7,1,0,0.607,benign
2024-01-01 09:12:10,webcam,9.982,3529.3,3,1,0.067,benign
2024-01-01 09:12:15,webcam,18.175,5426.1,3,1,0.216,benign
2024-01-01 09:12:20,doorbell,13.769,5386.4,2,0,0.545,benign
2024-01-01 09:12:25,doorbell,2.782,3767.8,2,2,0.211,benign
2024-01-01 09:12:30,baby_monitor,6.558,4745.3,2,2,0.428,benign
2024-01-01 09:12:35,doorbell,8.778,2749.3,0,0,0.405,benign
2024-01-01 09:12:40,doorbell,9.669,4479.9,2,1,0.143,benign
2024-01-01 09:12:45,webcam,10.081,6460.8,4,0,0.043,benign
2024-01-01 09:12:50,baby_monitor,11.376,3879.7,4,1,0.22,benign
2024-01-01 09:12:55,doorbell,8.914,7860.9,5,1,0.364,benign
2024-01-01 09:13:00,thermostat,9.415,2845.9,1,1,0.238,benign
2024-01-01 09:13:05,thermostat,14.087,4609.7,3,0,0.218,benign
2024-01-01 09:13:10,doorbell,10.63,4015.4,2,0,0.04,benign
2024-01-01 09:13:15,thermostat,5.213,4729.7,1,0,0.304,benign
2024-01-01 09:13:20,webcam,9.81,7057.2,1,0,0.309,benign
2024-01-01 09:13:25,webcam,8.789,3523.3,2,1,0.718,benign
2024-01-01 09:13:30,webcam,3.335,4323.1,1,0,0.44,benign
2024-01-01 09:13:35,webcam,10.041,5981.8,1,0,0.23,benign
2024-01-01 09:13:40,doorbell,5.56,5139.7,2,2,0.089,benign
2024-01-01 09:13:45,thermostat,14.18,5262.8,1,1,0.231,benign
2024-01-01 09:13:50,doorbell,11.303,3552.1,4,2,0.342,benign
2024-01-01 09:13:55,doorbell,5.068,4892.6,1,0,0.253,benign
2024-01-01 09:14:00,doorbell,13.894,6697.4,1,0,0.386,benign
2024-01-01 09:14:05,webcam,16.735,2585.7,3,1,0.396,benign
2024-01-01 09:14:10,thermostat,8.294,3954.0,3,0,0.356,benign
2024-01-01 09:14:15,doorbell,8.765,2276.7,1,1,0.2,benign
2024-01-01 09:14:20,webcam,13.293,5805.5,2,0,0.364,benign
2024-01-01 09:14:25,doorbell,16.179,6838.2,3,2,0.457,benign
2024-01-01 09:14:30,webcam,3.836,4724.9,2,0,0.271,benign
2024-01-01 09:14:35,doorbell,5.369,3491.7,3,1,0.046,benign
2024-01-01 09:14:40,thermostat,7.669,3535.6,3,0,0.08,benign
2024-01-01 09:14:45,webcam,22.902,11109.5,6,0,0.97,attack
2024-01-01 09:14:50,baby_monitor,13.123,4548.7,2,1,0.21,benign
2024-01-01 09:14:55,doorbell,16.216,6367.7,5,0,0.673,benign
2024-01-01 09:15:00,doorbell,16.755,3996.7,3,1,0.084,benign
2024-01-01 09:15:05,doorbell,15.102,14797.4,7,1,0.932,attack
2024-01-01 09:15:10,baby_monitor,6.267,4541.8,1,0,0.041,benign
2024-01-01 09:15:15,baby_monitor,4.952,3882.9,0,1,0.122,benign
2024-01-01 09:15:20,doorbell,7.0,4504.4,3,0,0.391,benign
2024-01-01 09:15:25,thermostat,6.254,5504.8,2,1,0.486,benign
2024-01-01 09:15:30,thermostat,48.008,16990.4,10,0,0.768,attack
2024-01-01 09:15:35,webcam,11.898,4622.0,1,0,0.421,benign
2024-01-01 09:15:40,webcam,9.361,3194.1,5,0,0.447,benign
2024-01-01 09:15:45,doorbell,8.957,6499.6,3,0,0.123,benign
2024-01-01 09:15:50,doorbell,7.824,3652.7,1,0,0.265,benign
2024-01-01 09:15:55,baby_monitor,8.259,5391.2,6,1,0.64,benign
2024-01-01 09:16:00,baby_monitor,18.084,4962.8,2,0,0.215,benign
2024-01-01 09:16:05,webcam,12.68,4762.1,0,0,0.19,benign
2024-01-01 09:16:10,doorbell,7.964,4269.5,5,1,0.305,benign
2024-01-01 09:16:15,doorbell,8.877,5930.2,0,0,0.083,benign
2024-01-01 09:16:20,thermostat,11.404,100.0,2,0,0.131,benign
2024-01-01 09:16:25,baby_monitor,5.067,6704.7,3,0,0.43,benign
2024-01-01 09:16:30,baby_monitor,40.675,11351.1,9,0,0.91,attack
2024-01-01 09:16:35,thermostat,12.37,5611.9,2,0,0.525,benign
2024-01-01 09:16:40,webcam,11.669,5532.5,7,0,0.239,benign
2024-01-01 09:16:45,doorbell,6.327,6912.5,2,2,0.233,benign
2024-01-01 09:16:50,doorbell,6.9,5296.6,5,1,0.362,benign
2024-01-01 09:16:55,baby_monitor,10.678,8671.8,7,0,0.885,attack
2024-01-01 09:17:00,webcam,12.952,2592.9,3,0,0.433,benign
2024-01-01 09:17:05,doorbell,21.468,4476.8,2,1,0.299,benign
2024-01-01 09:17:10,doorbell,5.898,2062.7,2,0,0.297,benign
2024-01-01 09:17:15,thermostat,14.944,4057.3,2,1,0.129,benign
2024-01-01 09:17:20,doorbell,20.609,4561.1,5,2,0.089,benign
2024-01-01 09:17:25,doorbell,7.464,3965.1,2,0,0.349,benign
2024-01-01 09:17:30,webcam,8.883,5062.7,5,0,0.219,benign
2024-01-01 09:17:35,thermostat,10.473,4645.8,5,2,0.095,benign
2024-01-01 09:17:40,thermostat,11.503,4508.5,2,1,0.37,benign
2024-01-01 09:17:45,doorbell,10.729,1363.8,3,1,0.594,benign
2024-01-01 09:17:50,thermostat,7.741,3057.9,4,1,0.158,benign
2024-01-01 09:17:55,doorbell,12.285,5964.0,3,0,0.249,benign
2024-01-01 09:18:00,doorbell,7.826,6206.4,2,0,0.173,benign
2024-01-01 09:18:05,thermostat,11.059,2241.8,6,2,0.205,benign
2024-01-01 09:18:10,webcam,9.207,3777.9,1,1,0.236,benign
2024-01-01 09:18:15,thermostat,3.578,6607.9,3,1,0.18,benign
2024-01-01 09:18:20,thermostat,15.916,3922.9,3,1,0.338,benign
2024-01-01 09:18:25,webcam,6.989,4832.8,3,0,0.055,benign
2024-01-01 09:18:30,doorbell,16.62,7162.7,2,0,0.328,benign
2024-01-01 09:18:35,webcam,14.68,4457.6,5,1,0.18,benign
2024-01-01 09:18:40,doorbell,10.331,4242.9,2,0,0.135,benign
2024-01-01 09:18:45,doorbell,11.771,4764.4,1,0,0.184,benign
2024-01-01 09:18:50,baby_monitor,12.408,7780.1,2,0,0.55,benign
2024-01-01 09:18:55,webcam,8.506,5669.3,1,0,0.332,benign
2024-01-01 09:19:00,baby_monitor,8.695,5028.6,0,1,0.42,benign
2024-01-01 09:19:05,webcam,12.14,4213.5,3,0,0.125,benign
2024-01-01 09:19:10,thermostat,9.253,5808.2,3,0,0.136,benign
2024-01-01 09:19:15,webcam,7.753,5989.5,4,1,0.453,benign
2024-01-01 09:19:20,webcam,6.377,3390.2,1,1,0.354,benign
2024-01-01 09:19:25,webcam,11.205,6029.9,3,1,0.175,benign
2024-01-01 09:19:30,doorbell,6.879,4773.3,3,0,0.054,benign
2024-01-01 09:19:35,thermostat,13.577,5037.2,0,0,0.3,benign
2024-01-01 09:19:40,doorbell,14.087,3673.6,1,0,0.251,benign
2024-01-01 09:19:45,doorbell,11.73,4400.0,4,0,0.206,benign
2024-01-01 09:19:50,webcam,12.83,3454.8,1,1,0.213,benign
2024-01-01 09:19:55,doorbell,11.746,3382.7,2,1,0.523,benign
2024-01-01 09:20:00,baby_monitor,13.236,5565.6,3,0,0.327,benign
2024-01-01 09:20:05,baby_monitor,12.986,4467.3,1,0,0.183,benign
2024-01-01 09:20:10,baby_monitor,10.936,3050.5,3,0,0.205,benign
2024-01-01 09:20:15,webcam,14.762,8265.6,2,1,0.637,benign
2024-01-01 09:20:20,doorbell,8.646,3313.0,5,1,0.437,benign
2024-01-01 09:20:25,baby_monitor,6.471,6638.2,1,0,0.305,benign
2024-01-01 09:20:30,webcam,6.311,2785.3,1,0,0.342,benign
2024-01-01 09:20:35,baby_monitor,8.065,5684.8,5,1,0.546,benign
2024-01-01 09:20:40,baby_monitor,3.31,4624.2,0,0,0.6,benign
2024-01-01 09:20:45,baby_monitor,10.286,4056.4,2,0,0.44,benign
2024-01-01 09:20:50,doorbell,39.282,19938.8,5,0,0.764,attack
2024-01-01 09:20:55,webcam,65.469,15593.5,4,1,0.73,attack
2024-01-01 09:21:00,baby_monitor,3.968,3781.3,1,0,0.649,benign
2024-01-01 09:21:05,doorbell,6.411,3713.4,4,0,0.409,benign
2024-01-01 09:21:10,doorbell,13.395,2639.1,4,0,0.092,benign
2024-01-01 09:21:15,webcam,8.521,5458.3,2,0,0.459,benign
2024-01-01 09:21:20,baby_monitor,12.357,3119.3,2,0,0.252,benign
2024-01-01 09:21:25,thermostat,4.938,5006.0,2,1,0.401,benign
2024-01-01 09:21:30,webcam,16.533,5888.7,2,0,0.115,benign
2024-01-01 09:21:35,doorbell,4.744,5312.1,5,0,0.323,benign
2024-01-01 09:21:40,webcam,1.422,3915.3,4,0,0.266,benign
2024-01-01 09:21:45,baby_monitor,10.15,6363.2,0,0,0.32,benign
2024-01-01 09:21:50,doorbell,10.269,4388.0,3,0,0.175,benign
2024-01-01 09:21:55,webcam,7.366,2998.8,3,1,0.24,benign
2024-01-01 09:22:00,baby_monitor,45.655,14673.1,5,0,0.796,attack
2024-01-01 09:22:05,thermostat,11.692,5880.2,2,0,0.315,benign
2024-01-01 09:22:10,thermostat,11.133,3988.4,3,1,0.396,benign
2024-01-01 09:22:15,thermostat,7.303,6317.3,6,3,0.278,benign
2024-01-01 09:22:20,webcam,6.642,3844.5,1,1,0.508,benign
2024-01-01 09:22:25,doorbell,7.674,4048.7,0,0,0.406,benign
2024-01-01 09:22:30,thermostat,6.212,3430.9,1,1,0.224,benign
2024-01-01 09:22:35,thermostat,15.063,6025.6,1,0,0.248,benign
2024-01-01 09:22:40,baby_monitor,7.987,4920.1,0,0,0.148,benign
2024-01-01 09:22:45,baby_monitor,10.02,3530.4,1,0,0.217,benign
2024-01-01 09:22:50,webcam,13.371,4405.7,4,1,0.225,benign
2024-01-01 09:22:55,webcam,6.066,393.3,1,1,0.453,benign
2024-01-01 09:23:00,thermostat,4.642,6167.0,6,0,0.143,benign
2024-01-01 09:23:05,webcam,6.222,4743.9,1,0,0.277,benign
2024-01-01 09:23:10,thermostat,10.514,1390.6,2,1,0.233,benign
2024-01-01 09:23:15,thermostat,10.195,2815.0,3,2,0.322,benign
2024-01-01 09:23:20,baby_monitor,11.124,4367.6,0,0,0.324,benign
2024-01-01 09:23:25,doorbell,8.894,3028.7,6,3,0.254,benign
2024-01-01 09:23:30,webcam,2.264,6190.0,4,0,0.186,benign
2024-01-01 09:23:35,doorbell,8.765,5627.9,1,0,0.637,benign
2024-01-01 09:23:40,webcam,14.157,5539.3,2,0,0.261,benign
2024-01-01 09:23:45,doorbell,15.757,1093.5,7,1,0.658,benign
2024-01-01 09:23:50,webcam,45.341,11398.9,7,0,0.815,attack
2024-01-01 09:23:55,webcam,24.392,10716.4,7,1,0.703,attack
2024-01-01 09:24:00,doorbell,39.049,10189.0,6,2,0.902,attack
2024-01-01 09:24:05,webcam,15.561,4377.2,4,1,0.105,benign
2024-01-01 09:24:10,doorbell,9.336,3310.6,1,0,0.367,benign
2024-01-01 09:24:15,doorbell,12.179,5322.8,4,1,0.047,benign
2024-01-01 09:24:20,thermostat,7.151,6149.8,2,0,0.329,benign
2024-01-01 09:24:25,webcam,4.99,6020.6,5,0,0.146,benign
2024-01-01 09:24:30,doorbell,7.509,4793.1,2,0,0.298,benign
2024-01-01 09:24:35,webcam,17.12,7998.9,1,0,0.298,benign
2024-01-01 09:24:40,thermostat,12.288,6710.0,0,0,0.155,benign
2024-01-01 09:24:45,doorbell,5.227,4847.7,2,1,0.198,benign
2024-01-01 09:24:50,webcam,12.54,4276.6,1,0,0.482,benign
2024-01-01 09:24:55,doorbell,5.426,7007.0,1,1,0.504,benign
2024-01-01 09:25:00,doorbell,11.056,6511.4,1,0,0.28,benign
2024-01-01 09:25:05,webcam,5.953,2884.4,3,2,0.388,benign
2024-01-01 09:25:10,webcam,5.08,6628.7,6,0,0.582,benign
2024-01-01 09:25:15,webcam,18.381,4768.4,2,0,0.27,benign
2024-01-01 09:25:20,thermostat,7.984,3708.6,0,0,0.115,benign
2024-01-01 09:25:25,baby_monitor,44.407,4897.7,3,1,0.842,attack
2024-01-01 09:25:30,webcam,9.511,4596.6,2,0,0.122,benign
2024-01-01 09:25:35,doorbell,5.638,4981.7,5,0,0.132,benign
2024-01-01 09:25:40,thermostat,8.38,7381.0,4,2,0.39,benign
2024-01-01 09:25:45,doorbell,5.663,6435.9,1,0,0.135,benign
2024-01-01 09:25:50,webcam,24.119,4125.7,2,0,0.067,benign
2024-01-01 09:25:55,doorbell,13.15,5584.0,4,0,0.22,benign
2024-01-01 09:26:00,doorbell,9.431,6239.4,3,1,0.111,benign
2024-01-01 09:26:05,baby_monitor,11.902,5128.9,2,0,0.425,benign
2024-01-01 09:26:10,thermostat,12.778,4119.3,2,0,0.342,benign
2024-01-01 09:26:15,thermostat,12.793,4201.7,2,0,0.56,benign
2024-01-01 09:26:20,webcam,12.553,5578.2,0,0,0.349,benign
2024-01-01 09:26:25,doorbell,12.131,5619.5,5,2,0.274,benign
2024-01-01 09:26:30,doorbell,9.78,4560.6,3,0,0.66,benign
2024-01-01 09:26:35,doorbell,17.753,1071.3,3,0,0.249,benign
2024-01-01 09:26:40,webcam,10.063,3064.2,2,0,0.081,benign
2024-01-01 09:26:45,thermostat,9.555,5929.5,5,0,0.402,benign
2024-01-01 09:26:50,thermostat,10.102,1803.7,2,0,0.241,benign
2024-01-01 09:26:55,doorbell,10.428,6776.3,2,0,0.291,benign
2024-01-01 09:27:00,baby_monitor,3.985,6554.2,2,0,0.149,benign
2024-01-01 09:27:05,thermostat,6.192,5061.6,0,1,0.184,benign
2024-01-01 09:27:10,webcam,8.894,5896.9,3,0,0.245,benign
2024-01-01 09:27:15,webcam,3.882,5793.2,4,1,0.098,benign
2024-01-01 09:27:20,webcam,9.424,4824.7,1,0,0.197,benign
2024-01-01 09:27:25,doorbell,10.366,2939.2,4,1,0.267,benign
2024-01-01 09:27:30,webcam,4.879,6450.9,3,1,0.412,benign
2024-01-01 09:27:35,thermostat,6.916,7110.8,2,0,0.107,benign
2024-01-01 09:27:40,doorbell,16.038,3187.1,5,0,0.185,benign
2024-01-01 09:27:45,doorbell,11.956,2883.1,3,1,0.124,benign
2024-01-01 09:27:50,doorbell,11.656,4794.8,2,0,0.274,benign
2024-01-01 09:27:55,doorbell,15.177,4060.7,4,0,0.182,benign
2024-01-01 09:28:00,baby_monitor,6.25,5217.4,2,0,0.115,benign
2024-01-01 09:28:05,thermostat,4.886,6812.0,2,0,0.355,benign
2024-01-01 09:28:10,webcam,14.282,1631.5,3,1,0.392,benign
2024-01-01 09:28:15,doorbell,9.009,7371.9,5,0,0.265,benign
2024-01-01 09:28:20,webcam,6.17,4390.0,2,0,0.837,benign
2024-01-01 09:28:25,webcam,21.585,5767.7,2,0,0.322,benign
2024-01-01 09:28:30,doorbell,3.968,5928.1,2,0,0.121,benign
2024-01-01 09:28:35,webcam,10.154,6103.0,4,3,0.38,benign
2024-01-01 09:28:40,webcam,8.536,5092.9,4,0,0.266,benign
2024-01-01 09:28:45,webcam,7.873,5443.3,1,1,0.285,benign
2024-01-01 09:28:50,webcam,10.247,15795.9,6,0,0.726,attack
2024-01-01 09:28:55,doorbell,17.65,4054.6,1,0,0.163,benign
2024-01-01 09:29:00,webcam,4.434,2362.9,0,0,0.065,benign
2024-01-01 09:29:05,webcam,8.228,3171.2,5,1,0.171,benign
2024-01-01 09:29:10,webcam,7.599,4843.6,0,1,0.287,benign
2024-01-01 09:29:15,baby_monitor,12.114,3819.8,3,1,0.132,benign
2024-01-01 09:29:20,thermostat,3.991,3823.3,4,0,0.39,benign
2024-01-01 09:29:25,doorbell,11.476,7698.9,3,0,0.361,benign
2024-01-01 09:29:30,doorbell,10.177,6288.3,1,0,0.139,benign
2024-01-01 09:29:35,webcam,6.755,4621.9,3,2,0.262,benign
2024-01-01 09:29:40,doorbell,11.297,6008.1,2,0,0.669,benign
2024-01-01 09:29:45,webcam,9.416,4369.6,2,1,0.421,benign
2024-01-01 09:29:50,baby_monitor,19.501,5166.1,1,0,0.233,benign
2024-01-01 09:29:55,webcam,8.533,5662.4,2,1,0.335,benign
2024-01-01 09:30:00,webcam,16.585,16161.6,6,1,0.912,attack
2024-01-01 09:30:05,webcam,11.527,3972.1,3,0,0.199,benign
2024-01-01 09:30:10,webcam,8.045,6835.9,3,2,0.802,benign
2024-01-01 09:30:15,webcam,9.33,5921.2,1,0,0.068,benign
2024-01-01 09:30:20,baby_monitor,4.906,1618.1,5,1,0.35,benign
2024-01-01 09:30:25,webcam,24.693,8869.4,11,0,0.768,attack
